RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WINS
1,"Paul George, SF",OKC,77,36.9,4.48,2.85,7.33,19.31
2,"James Harden, PG",HOU,78,36.8,7.32,-0.06,7.26,18.26
3,"Stephen Curry, PG",GS,69,33.8,5.80,0.77,6.57,14.83
4,"Giannis Antetokounmpo, PF",MIL,72,32.8,3.17,3.30,6.47,14.88
5,"Nikola Jokic, C",DEN,80,31.3,3.76,2.14,5.90,14.01
6,"Anthony Davis, PF",NO,56,33.0,2.50,3.20,5.70,10.77
7,"Nikola Vucevic, C",ORL,80,31.4,1.86,3.78,5.64,13.91
8,"LeBron James, SF",LAL,55,35.2,3.47,1.85,5.32,10.89
9,"Kevin Durant, SF",GS,78,34.6,4.57,0.50,5.07,14.29
10,"Rudy Gobert, C",UTAH,81,31.8,0.39,4.66,5.05,13.79
11,"Danny Green, SG",TOR,80,27.7,2.69,2.30,4.99,11.60
12,"Joel Embiid, C",PHI,64,33.7,2.42,2.54,4.96,10.95
13,"Damian Lillard, PG",POR,80,35.5,5.49,-0.57,4.92,14.24
14,"Jrue Holiday, PG",NO,67,35.9,3.36,1.24,4.60,12.26
15,"Chris Paul, PG",HOU,58,32.0,2.53,2.04,4.57,8.94
16,"Paul Millsap, PF",DEN,70,27.1,1.32,3.05,4.37,8.84
17,"Kyrie Irving, PG",BOS,67,33.0,3.76,0.44,4.20,10.30
18,"Jusuf Nurkic, C",POR,72,27.4,0.77,3.38,4.15,9.03
19,"Pascal Siakam, PF",TOR,80,31.9,1.96,2.19,4.15,11.87
20,"Kyle Lowry, PG",TOR,65,34.0,2.84,1.28,4.12,10.22
21,"Al Horford, C",BOS,68,29.0,1.66,2.31,3.97,8.93
22,"Karl-Anthony Towns, C",MIN,77,33.1,2.98,0.86,3.84,11.33
23,"Brook Lopez, C",MIL,81,28.7,0.36,3.28,3.64,10.41
24,"Jimmy Butler, SG",MIN/PHI,65,33.6,2.14,1.50,3.64,9.48
25,"Eric Bledsoe, PG",MIL,78,29.1,2.74,0.84,3.58,10.14
26,"Marc Gasol, C",TOR/MEM,79,30.8,0.80,2.67,3.47,9.85
27,"Danilo Gallinari, SF",LAC,68,30.3,3.43,-0.02,3.41,8.47
28,"Joe Ingles, SF",UTAH,82,31.3,1.71,1.45,3.16,10.45
29,"Mike Conley, PG",MEM,70,33.5,3.54,-0.43,3.11,9.16
30,"Andre Drummond, C",DET,79,33.5,0.69,2.37,3.06,9.91
31,"Kevon Looney, C",GS,80,18.5,0.93,2.00,2.93,5.74
32,"Draymond Green, PF",GS,66,31.3,-0.59,3.44,2.85,7.93
33,"Russell Westbrook, PG",OKC,73,36.0,2.69,0.12,2.81,10.28
34,"Robert Covington, SF",MIN/PHI,35,34.4,-0.80,3.58,2.78,4.40
35,"Patrick Beverley, PG",LAC,78,27.4,1.41,1.36,2.77,7.90
36,"Davis Bertans, SF",SA,76,21.5,2.40,0.36,2.76,6.17
37,"Kawhi Leonard, SF",TOR,60,34.0,3.03,-0.32,2.71,7.60
38,"Marcus Smart, PG",BOS,80,27.5,1.08,1.63,2.71,8.06
39,"DeMarcus Cousins, C",GS,30,25.7,-0.69,3.39,2.70,2.84
40,"Kemba Walker, PG",CHA,82,34.9,4.15,-1.46,2.69,10.56
41,"Rudy Gay, SF",SA,69,26.7,0.56,2.01,2.57,6.61
42,"Blake Griffin, PF",DET,75,35.0,2.31,0.16,2.47,8.95
43,"Ed Davis, PF",BKN,81,17.9,-1.64,3.99,2.35,5.03
44,"Derrick Favors, PF",UTAH,76,23.2,-0.52,2.86,2.34,6.23
45,"Dwight Powell, PF",DAL,77,21.6,2.21,0.06,2.27,5.66
46,"Andre Iguodala, SG",GS,68,23.2,0.21,1.98,2.19,5.22
47,"Monte Morris, PG",DEN,82,24.0,1.93,0.25,2.18,6.37
48,"Victor Oladipo, SG",IND,36,31.9,0.81,1.32,2.13,3.67
49,"Donovan Mitchell, SG",UTAH,77,33.7,1.77,0.36,2.13,8.89
50,"Kelly Olynyk, PF",MIA,79,22.9,0.71,1.36,2.07,5.90
51,"D'Angelo Russell, PG",BKN,81,30.2,2.37,-0.35,2.02,8.09
52,"Derrick White, PG",SA,67,25.8,0.35,1.66,2.01,5.63
53,"Justise Winslow, SF",MIA,66,29.7,0.14,1.87,2.01,6.23
54,"Steven Adams, C",OKC,80,33.4,-0.26,2.18,1.92,8.83
55,"Al-Farouq Aminu, PF",POR,81,28.3,0.38,1.52,1.90,7.16
56,"Nemanja Bjelica, PF",SAC,77,23.2,0.70,1.13,1.83,5.87
57,"Daniel Theis, PF",BOS,66,13.8,-0.04,1.85,1.81,2.78
58,"Willie Cauley-Stein, C",SAC,81,27.3,-0.77,2.57,1.80,7.23
59,"Mason Plumlee, PF",DEN,82,21.1,-0.30,2.08,1.78,5.23
60,"Josh Richardson, SG",MIA,73,34.8,1.44,0.34,1.78,7.79
61,"De'Aaron Fox, PG",SAC,81,31.4,1.28,0.49,1.77,8.39
62,"Clint Capela, C",HOU,67,33.6,-0.13,1.89,1.76,6.69
63,"Fred VanVleet, PG",TOR,64,27.5,1.54,0.21,1.75,5.43
64,"Domantas Sabonis, PF",IND,74,24.8,0.76,0.99,1.75,5.54
65,"Thaddeus Young, PF",IND,81,30.7,0.57,1.13,1.70,7.42
66,"Khris Middleton, SF",MIL,77,31.1,1.52,0.17,1.69,7.60
67,"Ben Simmons, PG",PHI,79,34.2,1.33,0.36,1.69,8.39
